,Actor name,Trends score
221,Patrick McGoohan,4341.1443655546855
381,Robert Iler,4337.2936295730415
382,Estella Warren,4335.729513586899
307,Angela Little,4335.570530537681
292,Garrett Morris,4335.283251072524
1618,Michael Dudikoff,4334.229679261766
3405,Danielle Nicolet,4329.9399759117705
1619,Cindy Busby,4322.883528268934
2438,Jessica Hecht,4320.741293446007
152,Ji Wang,4318.970145319815
4285,Richard Grieco,4316.312844620866
222,Steve Warren,4311.399833562256
1279,Aneurin Barnard,4306.74212504227
2991,Brenda Strong,4305.22279143054
927,Anthony LaPaglia,4303.642150788444
191,John Webb,4302.446020237432
192,Grant Roberts,4302.446020237432
193,Chris Sanders,4302.446020237432
1956,Clark Gregg,4301.711616689496
383,Anna Shaffer,4301.589911117711
309,Amanda Ryan,4298.427935551948
308,Matthew Wolf,4298.427935551948
238,Jordan Cook,4293.435659870371
293,Ashton Holmes,4291.67253835795
2992,Maureen Lipman,4290.217915132583
200,Charles Sanders,4287.7983353467735
384,Michael Caleb,4286.065752058399
153,Lori Singer,4284.139740922074
310,Nicole Sullivan,4282.179303003949
3843,Mary McCormack,4280.47860921899
223,Robert Klein,4278.845621615258
2993,Colleen Camp,4276.378502503123
258,David Denis,4274.6788509500375
928,Rahul Khanna,4270.664050016119
224,Antonio Biaggi,4269.50831991847
385,Breckin Meyer,4268.989792886852
1620,Robert Loggia,4266.152773304776
225,Jackie Evancho,4264.535101141629
311,John Churchill,4262.756334427037
259,Bill Bradley,4260.84493881104
1957,John Slattery,4260.349004990559
201,Michelle Kwan,4260.224069524608
312,Josh Meyers,4259.598737142275
294,Gina Lynn,4253.239649954745
386,Heather Matarazzo,4251.913833715305
226,Emma Bell,4250.224580667999
156,Joss Ackland,4249.309336524335
154,Gretchen Mol,4249.309336524335
155,Sydney Pollack,4249.309336524335
202,Christian Coulson,4246.436936613526
314,Frank Wood,4244.92053386458
313,Robert Madison,4244.92053386458
4286,Rutina Wesley,4243.154999796784
194,Carrie Ann Inaba,4240.982505662611
295,Christian Oliver,4240.428687153676
239,Magnús Scheving,4238.391612948956
228,Robert Peterson,4235.914060194369
227,Luke Benward,4235.914060194369
260,Paul Ward,4233.177114533047
203,Sarah Clarke,4232.649803702443
387,Steve Robinson,4231.784638873574
296,Don Wood,4227.617724352607
2994,Marta Martin,4221.020851985283
388,Rob Knox,4217.761915372209
2439,Chloë Sevigny,4216.627045411164
2440,Rex Smith,4215.319564156773
297,Taylor Hayes,4214.806761551539
157,John Shea,4214.478932126594
298,Nancy Cartwright,4214.122325936964
315,Jennifer Rubin,4210.809647953883
1621,Faizon Love,4209.422018340616
204,Travis Van Winkle,4205.075537880277
2441,Carrie-Anne Moss,4199.27467073869
1280,David Koechner,4195.085847726359
316,Peter Sohn,4191.413132177211
300,Marcus Patrick,4189.184835949402
299,Oded Fehr,4189.184835949402
568,Colin Salmon,4185.564075655327
567,Jon Seda,4185.564075655327
158,Damon Dash,4179.648527728853
229,Ryan Turner,4178.67197829985
1958,Rafe Spall,4177.623781592683
205,Monica Raymund,4177.501272058111
4287,Claudia Michelsen,4169.9971549727015
4288,Chris Hanson,4166.849987308571
206,Ronn Moss,4163.714139147028
207,Rocco Ritchie,4163.714139147028
301,Will Friedle,4163.562910347265
317,Sherman Hemsley,4155.741531052298
302,Beau Garrett,4150.751947546196
208,Ken Thomas,4149.927006235946
389,Jayma Mays,4149.45807868602
195,Parminder Nagra,4148.787233800381
390,John Snyder,4147.961700006364
240,Maria Corso,4142.064530836479
230,Kellie Martin,4140.563437773281
391,David Prowse,4132.382119514473
392,Jonathan Tucker,4130.89189877177
2442,Megan Follows,4129.865172048794
569,Helen Baxendale,4128.488201896391
231,Paige Turco,4121.429896405332
1959,Brooke Elliott,4115.579864044277
209,Lisa Jay,4114.591664421885
241,Justina Machado,4114.542507375772
393,Max Paradise,4113.822097537175
318,Joanna Page,4112.288493699988
261,Stephen Moyer,4108.6719052820745
319,Afrika Bambaataa,4102.23412936493
320,Antonie Kamerling,4102.23412936493
304,Chasey Lain,4099.508096341922
303,Obie Trice,4099.508096341922
1281,Mario Van Peebles,4099.3804671698645
394,James Garrett,4098.230201171378
210,Nonso Anozie,4094.7784745916138
4289,Ralph Waite,4093.74735595228
930,Kirron Kher,4089.28449576833
929,Takehito Koyasu,4089.28449576833
242,Caleb Landry Jones,4087.0204839150647
159,John Forsythe,4082.5384626289137
1960,Patricia Neal,4077.837169939605
2443,Emilie de Ravin,4077.808048031373
243,Bellamy Young,4073.2594721847113
1282,Kevin Michael Richardson,4072.222199650066
570,Jamie Anderson,4071.412328137454
1622,Jason Earles,4068.857589984351
262,Mark Addy,4067.170168865084
322,Michael Shanks,4066.562528240018
321,Laura Harris,4066.562528240018
396,Harry Shearer,4062.612693833393
395,Garret Dillahunt,4062.612693833393
398,Marc Blucas,4061.14816149964
397,Abe Vigoda,4061.14816149964
244,Penelope Wilton,4059.498460454357
4290,Mark Sheppard,4057.196040274135
931,Daniel Lugo,4056.3063949960047
323,Matt Wolf,4048.726727677562
305,Joel Grey,4048.2642451376487
399,Kevin Sussman,4047.002323656736
324,Margo Harshman,4045.727670842245
306,Candice Accola,4043.665995443247
211,Lucy DeVito,4039.6299429472815
212,Peter Greene,4039.6299429472815
213,David Harewood,4039.6299429472815
263,Tom Wopat,4039.502344587091
325,Roma Downey,4030.890927115105
2995,Colin Ford,4029.2987329612006
232,Daphne Zuniga,4025.945764755336
198,Scott Dixon,4025.860204650739
196,Richard Crenna,4025.860204650739
197,Arianna Huffington,4025.860204650739
199,Mädchen Amick,4025.860204650739
214,Mariette Hartley,4017.940182371706
233,Assata Shakur,4011.618555628092
1961,David Herman,4007.820136852395
932,Angus T. Jones,4006.8392438375176
933,Ione Skye,4006.8392438375176
1283,Jenifer Lewis,4003.675086613369
2996,Diedrich Bader,3999.590249913924
326,Tracy Nelson,3995.219325990193
215,Débora Nascimento,3994.119860732296
1623,Shenae Grimes,3993.845149476812
234,Marie Luv,3992.635212142665
3406,Jeffrey Allen,3992.054486462008
235,Debbe Dunning,3978.324691669036
236,Tony Jay,3978.324691669036
307,Lee Cherry,3971.398468331237
1962,Sandra Taylor,3970.810723097996
160,Corbin Bernsen,3970.666101342411
200,Mary Hart,3964.396690075919
201,Kim Delaney,3964.396690075919
308,Mary-Louise Parker,3960.749614015821
400,Eric Christian Olsen,3960.1938864258286
327,Andrew Lauren,3959.54772486528
571,Tom Wilkinson,3957.260580619582
328,Yvette Nicole Brown,3956.6147265505647
264,Stephanie March,3956.498871753109
2444,Moises Arias,3955.114652789071
3407,Anthony Daniels,3953.499493652266
1963,Sean North,3950.1294172485273
1964,Eva Marie Saint,3950.1294172485273
4291,Graham Phillips,3947.542093239699
3408,Dan Castellaneta,3941.997376913895
1284,Essie Davis,3939.871499575707
2445,Roy Dupuis,3938.989050651581
245,Sean Hall,3935.649354881173
216,Patrick Chesnais,3935.096054900125
202,Lindsay Price,3933.664932788509
3409,Peter Coyote,3929.483099526866
401,Martin Mull,3927.4706094559033
329,Sarah Thompson,3923.8761237403673
246,Shannon Briggs,3921.8883431508193
237,Manu Bennett,3921.082609774517
266,Nicki Aycox,3914.9971353361184
265,Amy Brenneman,3914.9971353361184
4292,Eric Lloyd,3910.990777561553
402,Kurt Loder,3907.575331863098
267,Peter Samuel,3907.077892758085
3844,Tamala Jones,3907.0140325757225
238,Jean Carol,3906.772089300888
3410,Claudia Christian,3904.4545447528094
2446,Bernard White,3904.2843013066336
403,Ivana Miličević,3893.318691112809
330,Lainie Kazan,3888.204522615456
268,Michelle Harrison,3887.329311058125
309,Michael Tower,3881.721728723758
3411,Austin Abrams,3879.425989978754
934,Dean Stockwell,3874.926840748216
310,Michelle Grace,3874.125946112234
404,Kevin Connolly,3873.448036388312
203,Madison Riley,3872.2014182136886
333,Nicole Sheridan,3870.368722052999
332,Ryan Kelley,3870.368722052999
331,Madison Lintz,3870.368722052999
2447,Kashmira Shah,3869.579551961685
1624,Martina Gedeck,3869.0374885556607
161,Sarah Douglas,3866.174888149189
1285,David Alan Grier,3862.636674405115
2997,Connor Day,3861.1961236193247
405,Victoria Clark,3856.3843886509194
3845,Toby Kebbell,3852.379370466928
217,Blanca Portillo,3852.251927428544
1965,John Lone,3846.722888001184
218,Andrew Collins,3846.610082192122
269,Stefanie Scott,3845.827574641135
311,Jennifer Sky,3843.288840320553
3412,John Ashton,3841.6834555358746
205,John Lasseter,3841.4696609262783
204,Michael Eisner,3841.4696609262783
239,Tony Travis,3839.6920461011737
247,Sharon Small,3839.3222727686966
4293,Michael Greene,3837.888146205263
334,Madison Mason,3836.118958941037
240,Michael Hampton,3835.21948693274
335,Adam Gontier,3834.697120928087
2448,Jack Davenport,3833.6856941508095
219,Benito Martinez,3832.822949281039
162,Kevin Pollak,3831.3444837514494
1286,Luke Ford,3828.215222259796
248,Lara Pulver,3825.561261038343
220,Danny Strong,3824.63721827135
312,Shea Whigham,3821.1403095623673
336,Rod Brown,3818.276545178521
2449,Anika Noni Rose,3817.522427944263
337,Eddie Cahill,3816.8613203656314
1625,Brad Hall,3812.306733591501
206,Blair Brown,3810.737903638868
207,Jeff Garcia,3810.737903638868
935,Edward Burns,3808.9706392035655
3846,Olly Alexander,3806.465877325612
1966,Beatrice Rosen,3805.360276302246
572,Laz Alonso,3805.058250595752
2451,Dabney Coleman,3800.170053271789
2450,Yashpal Sharma,3800.170053271789
338,Theresa Randle,3799.025519803175
1288,Michael Nyqvist,3796.313428740964
1287,Dee Bradley Baker,3796.313428740964
936,Christopher McDonald,3792.481588817403
937,Jamie Farr,3792.481588817403
314,Tahj Mowry,3792.0449891162784
313,Ralph Tresvant,3792.0449891162784
221,Matthew Settle,3791.4615505477914
270,Randy Lee,3790.491926085146
249,Sam Murphy,3784.278225847282
2452,Christopher Gorham,3782.817678599316
241,Tim Clark,3781.5980096925855
339,Luis Chávez,3781.189719240718
2998,Dagmara Dominczyk,3780.2063215412873
208,Ian Ziering,3780.0061463514576
340,David Conrad,3779.167102682089
3413,Vinessa Shaw,3778.3444527942543
3000,Steve Pemberton,3778.159647842565
2999,Pokwang,3778.159647842565
242,Mark Gonzales,3777.977405038221
3847,Elias Koteas,3777.7378329684375
3848,Dennis Farina,3777.7378329684375
250,Jason Hughes,3770.517214116928
1967,Luke Goss,3767.341953954356
1289,Alison Steadman,3766.868822973583
341,Jimmi Simpson,3764.749303890972
222,Marie K,3763.887284725625
3849,Shelley Fabares,3762.869244988361
163,Satish Shah,3761.683674955968
342,Daniel Cooper,3760.566249108871
251,Taylor Dooley,3756.7562023865744
406,Janine Turner,3755.3562716107
407,Robert Joy,3755.3562716107
164,Udo Kier,3753.512023236296
210,David Faustino,3749.274389064048
209,Genie Francis,3749.274389064048
3850,Kenny Baker,3749.009788611263
2453,Clifton Powell,3748.112929254368
2455,Lili Taylor,3748.112929254368
2454,David Jensen,3748.112929254368
573,Zoe Wanamaker,3747.982376836816
574,Thomas Kretschmann,3745.845289326207
1968,Chad Allen,3743.31635875384
3414,Jamie Bamber,3740.811229753252
315,Antje Traue,3740.801137912005
408,Harland Williams,3739.635058568882
409,Nicholle Tom,3736.938854489164
223,Eliza Coupe,3736.313018903459
243,Jessica McNamee,3735.0458436173326
316,April Scott,3727.990175110936
317,Dan Povenmire,3727.990175110936
318,Charlie Ray,3727.990175110936
343,Adam Marcus,3727.682317553349
410,Justin Pierce,3722.559099397335
211,Ted McGinley,3718.542631776637
320,Richy Müller,3715.179212309867
319,Fred Dryer,3715.179212309867
2456,Judy Davis,3713.40817990942
938,Rahul Bose,3710.0363368865897
3415,Jeffrey Pierce,3703.27800671225
1969,Marley Shelton,3701.953747054903
165,Brenda Fricker,3694.89463095182
271,Kelsey Chow,3693.6545411121688
272,Timothy Omundson,3693.6545411121688
167,William Petersen,3692.022866160488
166,Daniel Baldwin,3692.022866160488
344,Grace Carter,3692.010716428437
346,Charles Shaughnessy,3692.010716428437
345,Jim Hanks,3692.010716428437
3851,Colm Meaney,3691.5536998969146
224,Kerr Smith,3690.3919411461607
322,Kevin McDonald,3689.557286707731
321,Olivia Olson,3689.557286707731
212,Tony Dorsett,3687.810874489227
1290,J Mascis,3687.062280113973
411,David Denman,3685.747911276984
4294,Christine Hakim,3683.297205114683
1970,Ana Gasteyer,3681.2724412054336
225,Adam Hicks,3681.164487259128
274,Uwe Boll,3679.820628973172
273,Kane Hodder,3679.820628973172
244,Erika Alexander,3677.8037617228138
252,Jodelle Ferland,3674.190132004452
412,John Zorn,3671.3312218826927
413,Kate Fleetwood,3670.0072654377295
4295,Leslie Charles,3665.483014637448
323,Chris Bruno,3663.9353611055935
245,Penelope Ann Miller,3663.493241249184
939,Tomas Milian,3660.569185728102
213,Dave Foley,3657.079117201817
3416,Roger Bart,3654.168997012245
1626,Nicholas Brendon,3653.460619691856
415,Walker Howard,3652.937464203136
414,Freddie Stroma,3652.937464203136
575,Jim Beaver,3652.855920571922
416,Patrick Gallagher,3651.620615802197
324,Gary Ray,3651.1243983045247
254,Mark Frost,3646.668108543744
255,Justin Bartha,3646.668108543744
253,Reece Shearsmith,3646.668108543744
940,Michael Emerson,3644.0801353419392
1291,Bogusław Linda,3639.178354398208
275,Scott Cohen,3638.318892556181
325,Kimberly Elise,3638.313435503456
417,Raven-Symoné,3634.556968064804
3852,Janet McTeer,3634.097611182565
3853,Derek Luke,3634.097611182565
576,Alice Krige,3633.830629318943
2457,Patrick Timsit,3626.64630654705
214,John Bach,3626.347359914407
328,Bryan Kelly,3625.502472702388
326,Randy Blythe,3625.502472702388
327,Peter Bogdanovich,3625.502472702388
168,Alex Wright,3622.3620573650064
169,Jeff Conaway,3622.3620573650064
3417,Camryn Manheim,3616.626164851161
256,Alexander Nevsky,3605.385073352683
418,Michael Stuhlbarg,3603.027385196504
347,Kevin Zegers,3602.831713616156
170,Ned Beatty,3599.020663316321
276,Allen Payne,3596.81715613919
257,Melina Kanakaredes,3591.624061622329
3418,Maggie Cheung,3590.6783375892423
171,Stephen Clark,3590.169006730764
226,Ulysses Lee,3589.912190435202
4296,Bronson Pinchot,3588.011256110604
329,Tariq Ali,3587.069584299182
348,Dwight Schultz,3584.9959130537
419,Angie Everhart,3584.6582592647583
172,Dylan Walsh,3584.4563720034366
173,Valerie Perrine,3584.1169074380755
278,Max Biaggi,3582.9832440001933
277,Spencer Fox,3582.9832440001933
349,Lindy Booth,3582.340360525512
246,Bryan Dechart,3581.802281810796
174,Pete Postlethwaite,3580.581641478443
258,Kim Allen,3577.863049891976
2458,Mamie Van Doren,3574.5891825296285
330,Cameron Richardson,3574.258621498114
420,Barbara Niven,3572.588984176374
247,Alan Dale,3572.575355347973
941,Matt Bush,3561.634883411127
942,Hector Elizondo,3561.634883411127
1292,Catherine McCormack,3557.0499773497268
279,Lily Cole,3556.2354898882136
421,Cesar Ramos,3551.79950768186
422,Laura Ramsey,3550.51865679557
259,Aurora Brown,3550.341026431268
423,Jürgen Prochnow,3549.238729377836
228,Ruth Negga,3543.2931581482985
227,Michael Fury,3543.2931581482985
280,Danny Huston,3541.481507583203
282,Kristoffer Polaha,3541.481507583203
281,Madison Davenport,3541.481507583203
1293,Celia Imrie,3541.099080590311
1294,Katharine Isabelle,3541.099080590311
4297,Kevin Brennan,3540.377437197102
229,Earl Boen,3539.421361735636
260,Mark Wills,3536.5800147009145
215,Joel Murray,3534.1520880521766
3854,Alanna Ubach,3533.5494559324547
350,David Wenham,3532.797924978257
351,Christina Cole,3531.488511366331
283,David Boyd,3527.6475954442058
2459,Jon Gries,3522.5320585122067
230,Sebastian Bear-McClard,3520.8754175422177
424,Marla Sokoloff,3517.647589338766
1627,Omid Djalili,3517.306807777873
3001,Rory McCann,3517.1150390896964
1971,Hal Holbrook,3515.821994409684
3855,Kathy Baker,3515.7517856598024
284,Sami Gayle,3513.813683305209
352,David Walton,3513.652710803875
261,Emma Fuhrmann,3509.0579912402072
3419,Sean Duffy,3503.997668367907
231,Salli Richardson,3501.9317594150502
332,William Dick,3497.392844691702
333,Merritt Wever,3497.392844691702
331,Cristina Fernández de Kirchner,3497.392844691702
943,Nigel Havers,3495.678681866476
262,Steven Strait,3495.2969795098534
1972,Tom Bower,3495.140688560215
1295,Paul McGann,3493.246390312064
248,Kyme,3491.766995565629
3856,Ryan Kwanten,3490.457389396693
2460,Josh Berry,3487.827309167259
426,Jeffrey Combs,3483.495670995671
425,Adam Campbell,3483.495670995671
1628,Paul Sand,3483.2683547993784
427,Marton Csokas,3482.239451857194
232,Ed Bruce,3479.4533538064265
944,Max Baker,3479.189631480313
249,Michael Matthias,3477.456475091999
175,Romane Bohringer,3476.8021583893747
3857,Jake Busey,3476.093367218107
1973,Eric Balfour,3474.4593827107465
233,David Anders,3474.357493592884
3002,Ryan Hansen,3473.4446744007123
216,Vanessa Paul,3472.6885734773555
334,Roger Corman,3471.7709190895653
3420,Paxton Whitehead,3470.651151177889
335,Ann Dowd,3469.6942090702837
263,Reid Morgan,3467.774956049145
264,Judy Gold,3467.774956049145
336,David Costabile,3466.509854772446
428,Ryan Francis,3465.1696506226003
250,Richard Karn,3463.1459546183696
3003,Melissa Leo,3460.790025265708
337,Pat Kelly,3458.959956288497
285,Martin Thompson,3458.478034749222
286,Phil Hall,3458.478034749222
2461,Shane Richie,3453.122559822312
2462,Gaby Hoffmann,3453.122559822312
429,Michael Welch,3446.856842953476
234,Bubba Smith,3446.7832277707184
3858,Gordon Pinsent,3446.57150362667
945,Charles Grodin,3446.211530707988
338,Dan Byrd,3446.1489934874285
1296,Michael Angarano,3445.393700033816
577,Seth Gilliam,3443.577716789156
353,Olga Frycz,3442.309508554049
217,Keiko Agena,3441.956816189945
218,Julia Brendler,3441.956816189945
265,Kim Tyler,3440.252932588438
1974,Alexandra Maria Lara,3436.147056903423
2463,Andy García,3435.7701851498373
3004,Barry Newman,3434.7346908203767
2464,James Badge Dale,3434.704830053667
251,Robert Pugh,3434.52491367111
3859,Heather Langenkamp,3433.001300682344
3005,Candy Ford,3432.1743321060662
287,Zendaya Coleman,3430.810210471227
288,Morgan Murphy,3430.810210471227
946,Harvey Fierstein,3429.722480321825
235,Joe Lo Truglio,3419.2089619485528
431,Carlos Bernard,3412.729547478689
430,Greg Giraldo,3412.729547478689
221,Kelly Hamilton,3411.2250589025352
219,Randy Ryan,3411.2250589025352
222,Logan Miller,3411.2250589025352
220,Jorge Molina,3411.2250589025352
339,Josh Keaton,3407.7161050842237
355,Michael Hogan,3406.6379074291376
354,Joe Piscopo,3406.6379074291376
3006,Balthazar Getty,3406.3397622679736
