Actor name,Value,Score
Alexander Agate,5.21987911354429,2.6322
Tiara Gathright,5.21972422544276,2.6321
Lidija Zovkic,5.21914383954017,2.632
Salvatore Sansone,5.21847861651173,2.6318
Gillian Pfaff,5.21806048759161,2.6317
Ben Pullen,5.2179344178422,2.6317
Petr Meissel,5.2179344178422,2.6317
Frank Pietrangolare,5.21792799653732,2.6317
Cinnamon Schultz,5.21743079820387,2.6316
Bo Vink,5.21736059314216,2.6316
Boubker Ait El Caid,5.21654904712417,2.6314
Ali Pourtash,5.21546044419959,2.6311
Csaba Lucas,5.21378827531018,2.6307
Tristine Skyler,5.21200709864226,2.6303
Nicholas Audsley,5.21068629698955,2.63
Mowava Pryor,5.21068629698955,2.63
Nicolas Gonda,5.21068629698955,2.63
Busy Bee Starski,5.20933861596968,2.6297
Jill Shackner,5.20933861596968,2.6297
Meg Cionni,5.20933861596968,2.6297
Caco Monteiro,5.2089896496038,2.6296
Leigh Enns,5.20834862936512,2.6295
David McBean,5.20673567100155,2.6291
Mohamed El Emam,5.20490486451162,2.6286
Amina Munster,5.20467311752625,2.6286
Deneen Tyler,5.20176381764301,2.6279
Evelina Oboza,5.19947288354872,2.6274
Cathleen Bradley,5.19774940751143,2.6269
Nicholas M. Loeb,5.19729391200621,2.6268
Andrew Garman,5.19729391200621,2.6268
Ben Sharples,5.19687950579255,2.6267
Jessica Jann,5.19565826315051,2.6264
Alara Ceri,5.19347489558817,2.6259
Camille Solari,5.19330981487833,2.6259
Susanna Guzman,5.19296123800948,2.6258
Meaghan Witri,5.19042839900106,2.6252
Anne Wittman,5.19032619241463,2.6252
Rosero McCoy,5.19002054325591,2.6251
Jad Mager,5.18999493627308,2.6251
Lester Llansang,5.18894523538159,2.6249
Pat Kinevane,5.18894523538159,2.6249
Carole Karemera,5.188526681729,2.6248
Nicholas Carella,5.18686015877209,2.6244
Leon G. Thomas III,5.18509210884668,2.6239
Manuel Aranguiz,5.18503178830135,2.6239
Bob Gerlach,5.18487913795833,2.6239
Woody Jeffreys,5.18291472376272,2.6234
Aleksandra Nazarova,5.18224764509985,2.6233
Lily Solange Hewitt,5.18111738389045,2.623
Amber Metcalfe,5.18107409951735,2.623
Natasha Goss,5.18000119857781,2.6227
Rachel Grodnik,5.18000119857781,2.6227
Annie Burgstede,5.17989460980464,2.6227
Dakota Ferreiro,5.17874142673065,2.6224
Jaime Osorio Gómez,5.17874142673065,2.6224
Katrine Bach,5.1770621195553,2.622
Pete Francis Heimbold,5.17664401784759,2.6219
Serafina Fiore,5.17586958338468,2.6217
Lindsay Gareth,5.1747505294241,2.6215
Milica Govich,5.1747505294241,2.6215
Ernie Acosta,5.17251301198955,2.6209
Wes Hager,5.17224376827029,2.6209
Erik Betts,5.17166386137752,2.6207
Bill Rampley,5.17166386137752,2.6207
Taya Calicetto,5.17166386137752,2.6207
Rosie Malek-Yonan,5.17166386137752,2.6207
Zahary Baharov,5.17166280846655,2.6207
Jay Junker,5.16755424937764,2.6198
Laimarie Serrano,5.16628623071373,2.6195
Blake Mawson,5.16628623071373,2.6195
Todd Fournier,5.16628623071373,2.6195
Patrick Joseph Byrnes,5.16628623071373,2.6195
Gibby Brand,5.16325662056981,2.6187
Michael Leydon Campbell,5.16325662056981,2.6187
Francine Lobis,5.16228562999079,2.6185
Bridie Lunde,5.16082504019501,2.6182
David Zahedian,5.15996250922161,2.6179
Stephen Joffe,5.1597019361912,2.6179
Tom Hodgkins,5.1597019361912,2.6179
Eric Callero,5.15803981173433,2.6175
J.E. Freeman,5.15761991267791,2.6174
Jeff Goodby,5.15761991267791,2.6174
Itandehui Gutierrez,5.15597337428309,2.617
Savanna Kinchen,5.15463902948483,2.6167
Brandon Fobbs,5.15409299704531,2.6165
Yona Prost,5.15359933785002,2.6164
Robert Turano,5.15312214735735,2.6163
Hubbel Palmer,5.15211477078825,2.6161
Mike Realba,5.15208516916333,2.6161
Mike P. Nelson,5.15046114011403,2.6157
Frosty Lawson,5.14985960858717,2.6155
Venida Evans,5.14908504832573,2.6153
Don Pugsley,5.14908504832573,2.6153
Courtney Moorehead,5.14710241613859,2.6149
Lori Anne Alter,5.1454786932805,2.6145
Kelsey Oldershaw,5.14071482076105,2.6133
Travis Boswell,5.14045042009765,2.6133
Frederique De Raucourt,5.14045042009765,2.6133
Christina Payano,5.14045042009765,2.6133
Sharon Oliphant,5.13960551840283,2.6131
James O'Connel,5.13960551840283,2.6131
David Huband,5.13928494819993,2.613
G.K. Bowes,5.13928494819993,2.613
Dan Willmott,5.13881476185866,2.6129
Timilee Romolini,5.13881476185866,2.6129
Kitty Brazelton,5.13881476185866,2.6129
Christopher DeMaci,5.13881476185866,2.6129
Ashley Hoelck,5.13838556909922,2.6128
Samantha Reale,5.13786350604121,2.6127
Alexander Lyras,5.13778291301377,2.6126
Shannon Beckner,5.13760512039578,2.6126
Miho Nikaido,5.13628551034542,2.6123
Scott Moutter,5.13596518382665,2.6122
Mark Adair-Rios,5.13596518382665,2.6122
Christopher Gartin,5.13596518382665,2.6122
Joshua Locy,5.13391317920732,2.6117
Cheryl Rodes,5.13219495209102,2.6113
Beau Brasso,5.13101893484856,2.611
Scott Chernoff,5.12589692455117,2.6098
Zekeria Ebrahimi,5.12588924862366,2.6098
Alex Roe-Brown,5.12323384545778,2.6091
Corinne Galloway,5.12323384545778,2.6091
Rayne Marcus,5.12323384545778,2.6091
Tane Williams,5.12184012361337,2.6088
Carrie Cheung,5.12184012361337,2.6088
Marian Hooman,5.11980887000952,2.6083
Natasha Kaye Johnson,5.11874514869667,2.608
Ken Cheeseman,5.11874514869667,2.608
Max Rosenak,5.11794591334962,2.6079
Melissa Billington,5.11794591334962,2.6079
Jamyria James,5.11767212520011,2.6078
Kim Kahana,5.1168076858237,2.6076
Kiyotaka Furushima,5.11664886836729,2.6075
Lisa Furst,5.11377619254631,2.6068
Logan Arens,5.11287533560376,2.6066
Agnes Olech,5.11252773094011,2.6065
Shauna Rappold,5.11049374772878,2.606
Lucian Maisel,5.11037012315034,2.606
Johnny A. Sanchez,5.11037012315034,2.606
Judy Sinclair,5.11031464005707,2.606
Shannon Leade,5.10833596287361,2.6055
Larry Milburn,5.10803462462789,2.6055
Jessie Rusu,5.1075609670382,2.6053
You-Nam Wong,5.10543485805702,2.6048
Dharini Woollcombe,5.10543485805702,2.6048
J. Don Ferguson,5.10543485805702,2.6048
Venya Manzyuk,5.10509326600175,2.6047
Brian Kolodziej,5.10447019907094,2.6046
Renee Intlekofer,5.1042098960041,2.6045
Ros Hubbard,5.1042098960041,2.6045
Jaclyn Jonet,5.1042098960041,2.6045
Gavin Bellour,5.1042098960041,2.6045
Madline Tabar,5.10258346457284,2.6041
Callie De Fabry,5.10258346457284,2.6041
Scotty Dickert,5.10235127732253,2.6041
Connie Ventress,5.10193059855308,2.604
Greg Onofrio,5.09882101110931,2.6032
Reza Riazi,5.09810891368547,2.603
Sean Rosales,5.09810891368547,2.603
Carla Pauli,5.09719286797782,2.6028
Kristen Quintrall,5.09674240340912,2.6027
Mercedes Masöhn,5.096540207065,2.6027
Nicole Fraissinet,5.096540207065,2.6027
Brian Caspe,5.09571255230397,2.6025
Brixton Karnes,5.09467059373909,2.6022
Colleen Trusler,5.0943199781048,2.6021
Kam Dabrowski,5.09275624286633,2.6017
Kel O'Neill,5.09195560481371,2.6016
Tommy Hinkley,5.09195560481371,2.6016
Bridget Tobin,5.09148040539471,2.6014
Samara Harris,5.09096706059677,2.6013
Tarja Ridgewell,5.09093227375848,2.6013
Eugene Conn,5.09053115853337,2.6012
Tanroh Ishida,5.0899908595746,2.6011
Pavel Lychnikoff,5.08707125943649,2.6004
Jessica Reavis,5.08705122969497,2.6004
Crystal Dillan Atkins,5.08705122969497,2.6004
Omar Paz Trujillo,5.08705122969497,2.6004
Arthur Bridgers,5.08705122969497,2.6004
Tom Gulager,5.08705122969497,2.6004
Michael Berry Jr.,5.08705122969497,2.6004
Valbona Coba,5.08705122969497,2.6004
Susan Hegarty,5.08426465964363,2.5997
Steve Benisty,5.08354397403339,2.5995
Rebekah Aramini,5.08276577407294,2.5993
Rachel Harker,5.08269563458488,2.5993
Christian Leffler,5.08269563458488,2.5993
Chris Cavallaro,5.08148637229702,2.599
Karis Schneider,5.08133392926881,2.599
Darien Sills Evans,5.08042362665693,2.5987
Bridgette Pechman,5.08018146020184,2.5987
Ward Boult,5.08018146020184,2.5987
Raymond Rios,5.08012998772481,2.5987
Sean Thibodeau,5.08012998772481,2.5987
Stephanie Bast,5.08012998772481,2.5987
Patrick Chilvers,5.08012998772481,2.5987
Joey Naber,5.0798077517968,2.5986
Chuck David Willis,5.0784757001922,2.5983
Steven McElroy,5.07346474661475,2.597
Deirdre O'Connell,5.07322777317606,2.597
James Crescenzo,5.07151621031548,2.5966
Milo Addica,5.07114224206144,2.5965
Hannah Noyes,5.0709624648349,2.5964
Tara Walden,5.0709624648349,2.5964
Kagiso Kuypers,5.07094265333983,2.5964
Vitaly Kravchenko,5.06982668872829,2.5962
Jimmy Taenaka,5.06978840711871,2.5961
Tess Panzer,5.06978840711871,2.5961
Kirt Kishita,5.06916372858923,2.596
Shaw Madson,5.06916372858923,2.596
Idan Alterman,5.06916372858923,2.596
Ingrid Tesch,5.06694322672777,2.5955
Tyler Boissonnault,5.06694322672777,2.5955
Mycole Metcalf,5.06694322672777,2.5955
Ian M. Harding,5.06694322672777,2.5955
Richard Clarkin,5.06694322672777,2.5955
Amy Marsalis,5.0668084056649,2.5954
Theresa Barrera,5.06579441054821,2.5952
Roy Vongtama,5.06131737586961,2.5941
Jefferson Mappin,5.06131737586961,2.5941
Crystal Chiu,5.06131737586961,2.5941
Jackson Loo,5.06131737586961,2.5941
Mario Macaluso,5.05961595712359,2.5937
Cordell Stokes,5.05869085778719,2.5934
Sonia Doubell,5.05869085778719,2.5934
Peter Pedrero,5.05843491435719,2.5934
Andras Jones,5.05843491435719,2.5934
Alex Boling,5.05843491435719,2.5934
Alexandra Aponte,5.05843491435719,2.5934
Claudiu Bleonţ,5.05788187779917,2.5932
Brian Petsos,5.05782621362513,2.5932
Lisa Wolpe,5.05737183010839,2.5931
J. D. Harmeyer,5.05727037826404,2.5931
Martín Lombard,5.05727037826404,2.5931
Courtney Taylor Burness,5.05727037826404,2.5931
Suanne Spoke,5.05636416431819,2.5929
Henry Strozier,5.05515825243957,2.5926
Bob Coonrod,5.05515068485326,2.5926
TeeJay Boyce,5.05220808956291,2.5918
Al Clegg,5.04841351245272,2.5909
Ceasare Willis,5.04835781238205,2.5909
Stephanie Pettee,5.04804481178711,2.5908
Wally Welch,5.04768742311475,2.5907
Devin Keaton,5.04588574239337,2.5903
Robert Lawrenson,5.04588574239337,2.5903
Carlos Beckford,5.04194497810815,2.5893
Michael Ray Escamilla,5.03888304428571,2.5886
Jed Rhein,5.03859791469304,2.5885
Natalie Strom,5.03825233169598,2.5884
Marcuis Harris,5.03691918961911,2.5881
Camellia Clouse,5.03661668212217,2.588
Chenier Hundal,5.03595507933231,2.5878
Michael Chieffo,5.03502895859194,2.5876
Joe Forgione,5.03436305089847,2.5874
Kinna McInroe,5.03294027279958,2.5871
Lenise Sorén,5.03216253349004,2.5869
Jennifer Anglin,5.03100745916233,2.5866
Jane Sowerby,5.03100745916233,2.5866
Kevon Kane,5.03100745916233,2.5866
Elisabeth Oas,5.03100745916233,2.5866
Ali Danish Bakhtyari,5.03100745916233,2.5866
Liezel van der Merwe,5.02914784075464,2.5862
Lennie Loftin,5.02766804210467,2.5858
Audrey Neale,5.02766804210467,2.5858
Andrew Schlessinger,5.02654491548802,2.5855
Brian Leckner,5.02626335228855,2.5854
Beckie King,5.0237794482311,2.5848
Cayetano Garza,5.02319703015905,2.5847
Bryan Yeshion,5.0194113084605,2.5838
Twinkle Burke,5.01910559392809,2.5837
Frank Renzulli,5.01846783879237,2.5835
Chelsea Florko,5.01842485573512,2.5835
Redmond Gleeson,5.01842485573512,2.5835
Jeff Obafemi Carr,5.01796516807027,2.5834
J.J. Cohen,5.01738535177298,2.5833
Zuzana Hodkova,5.01625498596117,2.583
Richard Bekins,5.01625498596117,2.583
Ernest Ignatius,5.01625498596117,2.583
Tina Marie Murray,5.01547646431074,2.5828
Sylvaine Strike,5.01447153210723,2.5825
Woody P. Snow,5.01447153210723,2.5825
Sergej Onopko,5.01447153210723,2.5825
Kelly Anne Sweeney,5.0141758559531,2.5825
Melissa Farman,5.0138936091126,2.5824
Elayn Taylor,5.0138936091126,2.5824
Mario Cassem,5.01238902355301,2.582
Hallock Beals,5.0122616078995,2.582
Brian Zarate,5.01211070255077,2.5819
Mark Fredrichs,5.01139613172953,2.5818
Marc Bacher,5.01139613172953,2.5818
Stuart Mahoney,5.01123786165606,2.5817
Amylia Joiner,5.0108448691823,2.5816
Chantelle Chung,5.0108448691823,2.5816
Randall Arney,5.01004410587062,2.5814
Diana de Mol,5.00850235596851,2.5811
John Dybdahl,5.00700639261656,2.5807
Blaire Noonan,5.00619837501883,2.5805
Sue Flack,5.00487410673674,2.5801
Alexis Clagett,5.00430819949515,2.58
Melissa McMeekin,5.00387203640378,2.5799
Vaughn Lowery,5.00387203640378,2.5799
Hildy Brooks,5.00386928562822,2.5799
Alexandra Mchale,5.00181436316577,2.5794
Stephanie Cheeva,5.001682590809,2.5794
Maggie VandenBerghe,5.00159166403516,2.5793
Dustin Bollinger,5.00099670560687,2.5792
Shaun Senter,4.99965299437201,2.5789
Mie Omori,4.99892391536475,2.5787
Josh McLerran,4.99759063274405,2.5783
J.C. Quinn,4.99622920455888,2.578
Aysia Lee,4.99521720383066,2.5777
Ryan Heinke,4.99496597424583,2.5777
Justin Dray,4.99430419619688,2.5775
Adam Scorgie,4.9942253476242,2.5775
Nicole Brier,4.99407668968994,2.5775
Stephen R. Hudis,4.9934230294704,2.5773
Laurence Breuls,4.99291190909475,2.5772
Brenna Lee Roth,4.99109750619467,2.5767
JD Cullum,4.98859611407212,2.5761
Emi Shinohara,4.9878319326245,2.5759
Estelle Larrivaz,4.9878319326245,2.5759
Damien Leake,4.98498452680082,2.5752
Anita Majumdar,4.98451451333525,2.5751
Marlowe Peyton,4.98445193345482,2.5751
Greer Goodman,4.98205353626745,2.5745
Christopher Toler,4.98193205169281,2.5744
Sonny Sison,4.98193005250154,2.5744
Heather McEwen,4.9790869157006,2.5737
Christina Bibby,4.97881978437747,2.5737
Kurt Max Runte,4.97778791284482,2.5734
Arne MacPherson,4.97767036619841,2.5734
Maria Guzeeva,4.97722015792558,2.5733
Kevin Elms,4.97585023452699,2.5729
Julie R. Ølgaard,4.97553233560064,2.5728
Katherine Bucknell,4.97553233560064,2.5728
Chigozie Orukwowu,4.97553233560064,2.5728
Kevin Arbouet,4.97553233560064,2.5728
Jessie Pridemore,4.97279655928586,2.5721
Sarah Beth Hill,4.96410723168561,2.57
Beau Brasseaux,4.96102068121154,2.5692
Dustin Seavey,4.95924991603645,2.5687
Patrick Babbitt,4.95913592403143,2.5687
Daniel R. Escobar,4.95816014329165,2.5685
Terry Rhoads,4.95708403259151,2.5682
Atticus Cain,4.9555061512447,2.5678
Ian Hoch,4.95330858754127,2.5673
Tatum Adair,4.951024304434,2.5667
Lorielle New,4.95026628546464,2.5665
Mona Lerche,4.94969925882787,2.5663
Ashlee Simpson-Wentz,4.94966888085416,2.5663
Tina Illman,4.94647115896189,2.5655
Riley Raymer,4.94647115896189,2.5655
Myles Paige,4.94639707884665,2.5655
Robert Pulcini,4.94626666651929,2.5655
Ax Norman,4.94626666651929,2.5655
David Zelon,4.94624742962958,2.5655
JoJo Henrickson,4.94542512942622,2.5653
Scott Kannberg,4.9447919424751,2.5651
Heriberto Del Castillo,4.94416719758861,2.565
Suzanne Carney,4.94295876637774,2.5646
Nick Frangione,4.94207659527927,2.5644
Harry Gilliam,4.94160282580445,2.5643
Kate Emerick,4.94018060640704,2.5639
Alissa Wilms,4.94013603788671,2.5639
Helen McDevitt,4.93827578112841,2.5635
Erik J. Berg,4.93777686520637,2.5633
Rayniel Rufino,4.93777686520637,2.5633
Dwight Ewell,4.93572913687165,2.5628
Arron Shiver,4.93527482089363,2.5627
Caryn Greenhut,4.93279790805179,2.5621
Amanda Noret,4.93128400588052,2.5617
Ken Luckey,4.93118972974901,2.5617
Aric Green,4.93029160825279,2.5614
Brad Sihvon,4.9297582844526,2.5613
Simon Lloyd Roberts,4.92870878736724,2.561
Jamil Mena,4.92856313781664,2.561
Beth Anne Garrison,4.92798445992536,2.5609
Dominque Purdy,4.92785479212739,2.5608
Emmanuel Quatra,4.92474556993966,2.56
Adrien Dorval,4.92324467735228,2.5597
Sam Catlin,4.92320015646599,2.5596
Alesandra Assante,4.92320015646599,2.5596
Hannah Stokely,4.92084375870921,2.559
Landy Cannon,4.91957591670816,2.5587
Megan Franich,4.91957591670816,2.5587
Sammy Boyarsky,4.91957591670816,2.5587
Louis Arcella,4.9187249119326,2.5585
Laurence Blum,4.91550629100358,2.5577
Joey Miyashima,4.91529741302591,2.5576
Mark Atteberry,4.91525880962575,2.5576
Danny Calander,4.91519139085393,2.5576
Andrew Sensenig,4.91386751883671,2.5573
Melissa Bellin,4.91213537839075,2.5568
Jeff Jacobsen,4.91213537839075,2.5568
Nina Manni,4.91044467163384,2.5564
Kentucker Audley,4.90951776038943,2.5562
Daylan Honeycutt,4.90924680178757,2.5561
Chandler George Brown,4.90827758497012,2.5559
Daniel Rindress-Kay,4.90797191917804,2.5558
Jessica Di Cicco,4.90797191917804,2.5558
Michael Elsworth,4.90694817155491,2.5555
Candise Lakota,4.90670365947158,2.5555
Eric Breker,4.90630034154364,2.5554
Chris Gossett,4.90373406826452,2.5547
Miriam Weisbecker,4.90369814517606,2.5547
Glenda Pannell,4.90095213984568,2.554
Prashanth Venkataramanujam,4.89973891704402,2.5537
Rainer Winkelvoss,4.89973891704402,2.5537
Josh Phillip Weinstein,4.89946114595524,2.5536
Barrett Perlman,4.89739566351905,2.5531
Trish Schneider,4.89738995033223,2.5531
Elias McConnell,4.89706224041942,2.553
Cynthia Martells,4.89675102661896,2.5529
June Kyoto Lu,4.8962915591216,2.5528
Yee Jee Tso,4.89619101179681,2.5528
Maurice Grossman,4.89339605849528,2.5521
Kelli Dawn Hancock,4.89314906863889,2.552
Sarah Widdows,4.89314906863889,2.552
Julie Hermelin,4.8929044535195,2.5519
Tone-Lōc,4.8929044535195,2.5519
Garrett Strommen,4.8929044535195,2.5519
Yuzuru Fujimoto,4.89040699914271,2.5513
Jovan Hathaway,4.88974729533166,2.5511
Jill Quigg,4.88974729533166,2.5511
C. J. Thomason,4.88974729533166,2.5511
Alex Winzenread,4.88893598672788,2.5509
Kyle Holman,4.88726438890054,2.5505
Tony Calabretta,4.88726438890054,2.5505
K.T. Thangavelu,4.88726438890054,2.5505
Ashley Rose Orr,4.88415775309327,2.5497
Eve Dawes,4.88415775309327,2.5497
Steven Brinberg,4.88415775309327,2.5497
Charity Rahmer,4.88252280826974,2.5493
Elton LeBlanc,4.88227832365282,2.5492
Rick Maxson,4.88018422827923,2.5487
Papi Shulo,4.87948995716362,2.5485
Miguel Gaetan,4.8778952741154,2.5481
Brock Cuchna,4.8775704155846,2.548
Randy Oglesby,4.87727452301362,2.5479
Remo Greene,4.87633932665955,2.5477
Peggy Roeder,4.87491843851886,2.5473
Ingrid Veninger,4.87491843851886,2.5473
Jodie Resther,4.87474034852097,2.5473
Aylam Orian,4.87463291004011,2.5473
Heather Trzyna,4.87410957809944,2.5471
Stephanie Sherrin,4.87355003946129,2.547
Eddy Challita,4.86773747704742,2.5455
Jake M. Smith,4.86243492204332,2.5441
Jessica Heap,4.86237484619985,2.5441
Kellyann Kelso,4.85960491406082,2.5434
Leo McHugh Carroll,4.8593821688786,2.5433
Cliff Bemis,4.85790477790691,2.5429
DeNetria Champ,4.85631721576125,2.5425
Whitney Sloan,4.85571419425869,2.5424
Thom Bishops,4.85531615350806,2.5423
Darren Kersey,4.85507008755998,2.5422
Caroline Attwood,4.85293679878837,2.5417
Gabriel Millman,4.85270430525778,2.5416
Casey B. Dolan,4.85243855077855,2.5415
Jack Erdie,4.85181106416133,2.5414
Jelynn Rodriguez,4.85129530359307,2.5412
Kayley Stallings,4.85099652356464,2.5412
Mick Hazen,4.84999731515986,2.5409
Olga Sékulic,4.84945135089151,2.5408
Morse Bicknell,4.84938604956872,2.5407
Ellie Araiza,4.84860041320778,2.5405
Nicholas Cutro,4.84740744751881,2.5402
Amy LoCicero,4.84739575932264,2.5402
Michael Della Femina,4.8439112759131,2.5393
Jonny Wier,4.84358289749232,2.5392
Hendrik Arnst,4.84350320656552,2.5392
Brian Rogalski,4.84236242226559,2.5389
Erica Frene,4.84121147895377,2.5386
Danny A. Abeckaser,4.83936564692267,2.5382
Angela V. Shelton,4.83936564692267,2.5382
Jessica Böhrs,4.83869497106034,2.538
Clive Riche,4.83690728406027,2.5375
R. Brandon Johnson,4.83681797462954,2.5375
Laneya Wiles,4.83603059702053,2.5373
Starina Johnson,4.83482598021573,2.537
Charles Fathy,4.83280379887846,2.5364
Paraskeva Djukelova,4.83271778296794,2.5364
Maria Gunnoe,4.83260411553971,2.5364
Alexander Brickel,4.83112584688371,2.536
Kalina Green,4.8293241348443,2.5355
James M. Connor,4.82911011224075,2.5355
Ryan Crego,4.8241888718338,2.5342
Jake M. Johnson,4.82263488596462,2.5338
Günther Ziegler,4.82251022603865,2.5338
Bill Timoney,4.82186714866615,2.5336
Kevin McCorkle,4.82186714866615,2.5336
Amanda Martin-Brock,4.82186714866615,2.5336
Daisy Doidge-Hill,4.82186714866615,2.5336
Lwanda Jawar,4.82186714866615,2.5336
Brian Avers,4.82157086820368,2.5335
Louis Decosta Johnson,4.8210706998656,2.5334
Shyann McClure,4.82099206496197,2.5334
Bonnie Swencionis,4.82039091838744,2.5332
Kevin Craig West,4.81751471924022,2.5325
Brandy Jaques,4.81702376426931,2.5323
Denise Marek,4.81539285376966,2.5319
Rachel Seiferth,4.81539285376966,2.5319
Jeremy Bouvet,4.81491275204479,2.5318
Myles Cranford,4.8147812843077,2.5318
Izu Ojukwu,4.81396527415511,2.5315
Gianna Giachetti,4.81067076522505,2.5307
Richie Schley,4.81015536289489,2.5306
Brett Lapeyrouse,4.80979922467428,2.5305
Lars Stalfors,4.80966626734786,2.5304
Tony Abatemarco,4.80727711423159,2.5298
Joe Camp III,4.80698128539613,2.5297
Royana Black,4.80552836676672,2.5293
Anne-Caroline Chausson,4.80396225506268,2.5289
Bart Shatto,4.80396225506268,2.5289
Jimbo Wallace,4.80226899079579,2.5285
Erika Michels,4.80226899079579,2.5285
Eka 'Piranha' Rahmadia,4.80059962991591,2.5281
Emilio Mazur,4.80059962991591,2.5281
Tim Dadabo,4.80055391872329,2.528
Amaliya Mordvinova,4.79974641420024,2.5278
Stevan Mena,4.79936476857889,2.5277
Aaron Spann,4.7989428795315,2.5276
Vanessa Chidsey,4.79509251881575,2.5266
Jack Hallett,4.7947785374918,2.5265
Víctor Huggo Martin,4.79333694547725,2.5262
Adam Mucci,4.79315595479072,2.5261
Ken Garito,4.79296221524929,2.5261
Kayren Butler,4.79050814796183,2.5254
Nathalie Paulding,4.78787756001225,2.5247
Aireti,4.7826547696251,2.5233
Bruce Perens,4.78058863178374,2.5228
Patti Tindall,4.77974649503367,2.5226
Tuffy Questell,4.77972824824745,2.5226
Ken Narasaki,4.77945708620421,2.5225
Robert Haufrecht,4.77945708620421,2.5225
Eliane Guttman,4.77945708620421,2.5225
Stephane Kay,4.7792274114538,2.5224
Masasa Moyo,4.77892316381131,2.5224
Bostin Christopher,4.77770351978109,2.522
Dave Kalama,4.77568717343545,2.5215
Jay Sefton,4.7755991135912,2.5215
Rachel Nicholas James,4.7755991135912,2.5215
Paul Gutrecht,4.77536720512051,2.5214
Shy Pilgreen,4.7748711400055,2.5213
Jo Harvey Allen,4.77384356434848,2.521
Kimberly Skyrme,4.7731541677957,2.5208
David Ilku,4.7731541677957,2.5208
Alicia Godwin,4.77112368021253,2.5203
C.C. Smiff,4.76936961748725,2.5198
Leonid Citer,4.76936961748725,2.5198
He Saifei,4.76920112398412,2.5198
Cherise Bangs,4.76882080857548,2.5197
Fatiha Watili,4.76499202680128,2.5187
John Henry Binder,4.76478957896064,2.5186
Jon Wellner,4.76476069652071,2.5186
Olatz López Garmendia,4.76445584913597,2.5185
David Nibley,4.76438324659125,2.5185
Inga R. Wilson,4.76289714999087,2.5181
Collin Crowley,4.7610697349282,2.5177
Dariush Kashani,4.7610697349282,2.5177
Jillian Marie Hubert,4.7610697349282,2.5177
Brian Kamerer,4.760879919395,2.5176
Ohene Cornelius,4.75976142994037,2.5173
Chay Santini,4.75976142994037,2.5173
Ray Trickett,4.75915889711052,2.5171
Sarah Doolan,4.75872508389178,2.517
Christopher Liam Moore,4.75774193144758,2.5168
Eulala Grace Scheel,4.75615754681896,2.5164
Alex Luria,4.7560844653494,2.5163
Paul Amodeo,4.7560844653494,2.5163
Chelsea Parnell,4.7560844653494,2.5163
Sanjiban Sellew,4.75579140400379,2.5163
Jillian Kramer,4.75478887460228,2.516
Megan Pepin,4.75475890993677,2.516
Christina Gausas,4.75473550419441,2.516
Janette Armand,4.75326578212393,2.5156
Ishiah Benben,4.75217938226332,2.5153
Monika Gaba,4.75187848061366,2.5152
Miguel Angel Novo,4.75187848061366,2.5152
Marie-Noelle Marquis,4.74971003072706,2.5146
Darrell Sandeen,4.74658137094417,2.5138
Ken Streutker,4.74449021672434,2.5133
Jon Sklaroff,4.74352131863876,2.513
Melinda DeKay,4.74352131863876,2.513
Patrick Tovatt,4.74352131863876,2.513
Kelly K.C. Quann,4.74327665484164,2.5129
Vernice Kuglin,4.74279931321156,2.5128
Shira Leigh,4.74104291973085,2.5123
Karrie Crouse,4.7389552794892,2.5118
Michael E. Rodgers,4.73844033599327,2.5116
Ill-Young Kim,4.73844033599327,2.5116
Elise Avellan,4.73844033599327,2.5116
Hedy Epstein,4.73844033599327,2.5116
Gregg Burton,4.7374478534847,2.5114
Tahmus Rounds,4.73709308118497,2.5113
Alexander von Roon,4.73615297269651,2.511
Neko Parham,4.73576237815426,2.5109
Austin Crimm,4.73575095233347,2.5109
Mark Hefti,4.73528615201991,2.5108
Sidney S. Liufau,4.73528615201991,2.5108
Richard Hochman,4.73442631816669,2.5106
Frank Slaten,4.7338867669789,2.5104
David Alan Graf,4.73189133736467,2.5099
Laurel Whitsett,4.73171502608816,2.5099
Cree Ivey,4.72909409158486,2.5092
Dru Mouser,4.7288820115062,2.5091
Ameer Baraka,4.72874274982373,2.5091
Craig Cochrane,4.72873023498781,2.5091
Said Faraj,4.72854697735124,2.509
Claudia Rocafort,4.7284370769306,2.509
David McIlwraith,4.72820922132205,2.5089
Dyanne Iandoli,4.72345491840342,2.5076
Jillian Fargey,4.72322087139653,2.5076
Giselle Nieto,4.72322087139653,2.5076
Trevor Torseth,4.7212059200667,2.507
Jeff Witzke,4.7212059200667,2.507
Tracy Coogan,4.72041690683407,2.5068
Alicia Murton,4.71817721479371,2.5062
Silvana Bosi,4.71817721479371,2.5062
Garland Whitt,4.71728066122425,2.506
Hayley Burroughs,4.71684916551557,2.5059
Maurizio Farhad,4.71622900893586,2.5057
Petr Fedorov,4.7117329483073,2.5045
Cody Brink,4.71160433579512,2.5045
Stuart G. Bennett,4.71156131419414,2.5045
Richard Wes Howren,4.70941560326523,2.5039
Samira Damavandi,4.70841702920353,2.5036
Cole Cockburn,4.70758555107332,2.5034
Michelle Hatmaker,4.70758555107332,2.5034
George Stanchev,4.70655274491089,2.5031
David Wheir,4.70275416324437,2.5021
Polly Cusumano,4.70221429588647,2.502
Sari Lennick,4.70221429588647,2.502
Eamon O'Rourke,4.70089160438726,2.5016
